Player;Federation;Opponent;Stage;Matchday;Match Number;Minutes Played;Game Started;Substitute;Goals;Man of the Match;Date of Birth;Boot Brand;Boot Type;Boot Colour;Boot Version;Notes;ID Opta;Opta Position;Squad Number;Match Length;Exact Time
Bijol, Jaka;Slovenia;Portugal;Round of 16;4;41;120;1;0;0;0;1999-02-05;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;434752;Defender;6;133;133
Elsnik, Timi Max;Slovenia;Portugal;Round of 16;4;41;105;1;0;0;0;1998-04-29;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;207020;Midfielder;10;133;113
Stojanovic, Petar;Slovenia;Portugal;Round of 16;4;41;86;1;0;0;0;1995-10-07;Nike;Mercurial Vapor XIV Elite;Chlorine Blue/Laser Orange/Marina;New;;153814;Midfielder;20;133;89
Balkovec, Jure;Slovenia;Portugal;Round of 16;4;41;120;1;0;0;0;1994-09-09;Nike;Phantom GX Elite;Hyper Turquoise/Black/Fuchsia Dream/White;New;;116546;Defender;3;133;133
Sesko, Benjamin;Slovenia;Portugal;Round of 16;4;41;120;1;0;0;0;2003-05-31;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;485711;Forward;11;133;133
Karnicnik, Zan;Slovenia;Portugal;Round of 16;4;41;120;1;0;0;0;1994-09-18;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;457317;Defender;2;133;133
Mlakar, Jan;Slovenia;Portugal;Round of 16;4;41;74;1;0;0;0;1998-10-23;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;207025;Midfielder;17;133;76
Oblak, Jan;Slovenia;Portugal;Round of 16;4;41;120;1;0;0;0;1993-01-07;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;81352;Goalkeeper;1;133;133
Gorenc Stankovic, Jon;Slovenia;Portugal;Round of 16;4;41;46;0;1;0;0;1996-01-14;Nike;Tiempo Legend X Elite;Dark Atomic Teal/Sail;New;;192301;Midfielder;5;133;57
Sporar, Andraz;Slovenia;Portugal;Round of 16;4;41;75;1;0;0;0;1994-02-27;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;107798;Forward;9;133;77
Verbic, Benjamin;Slovenia;Portugal;Round of 16;4;41;34;0;1;0;0;1993-11-27;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;112604;Midfielder;7;133;45
Drkusic, Vanja;Slovenia;Portugal;Round of 16;4;41;120;1;0;0;0;1999-10-30;Nike;Tiempo Legend X Elite;Lemonade/Black/Metallic Gold Coin;New;;462097;Defender;21;133;133
Celar, Zan;Slovenia;Portugal;Round of 16;4;41;45;0;1;0;0;1999-03-14;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;429647;Forward;19;133;57
Ilicic, Josip;Slovenia;Portugal;Round of 16;4;41;15;0;1;0;0;1988-01-29;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;55712;Midfielder;26;133;21
Kanté, N'Golo;France;Belgium;Round of 16;4;42;90;1;0;0;0;1991-03-29;adidas;X 18.1;Active Red/Silver Metallic/Bold Blue;New;;116594;Midfielder;13;95;95
Saliba, William;France;Belgium;Round of 16;4;42;90;1;0;0;0;2001-03-24;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;462424;Defender;17;95;95
Tchouaméni, Aurélien;France;Belgium;Round of 16;4;42;90;1;0;0;0;2000-01-27;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;219292;Midfielder;8;95;95
Thuram, Marcus;France;Belgium;Round of 16;4;42;62;1;0;0;0;1997-08-06;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;205880;Forward;15;95;63
Maignan, Mike;France;Belgium;Round of 16;4;42;90;1;0;0;0;1995-07-03;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;129487;Goalkeeper;16;95;95
Koundé, Jules;France;Belgium;Round of 16;4;42;90;1;0;0;1;1998-11-12;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;220325;Defender;5;95;95
Kolo Muani, Randal;France;Belgium;Round of 16;4;42;28;0;1;0;0;1998-12-05;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;247693;Forward;12;95;32
Upamecano, Dayot;France;Belgium;Round of 16;4;42;90;1;0;0;0;1998-10-27;Nike;Phantom Luna II Elite;White/Black/Metallic Gold Coin;New;;199661;Defender;4;95;95
Griezmann, Antoine;France;Belgium;Round of 16;4;42;90;1;0;0;0;1991-03-21;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;76650;Forward;7;95;95
Rabiot, Adrien;France;Belgium;Round of 16;4;42;90;1;0;0;0;1995-04-03;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;120743;Midfielder;14;95;95
Mbappé, Kylian;France;Belgium;Round of 16;4;42;90;1;0;0;0;1998-12-20;Nike;Mercurial Superfly X Elite;White/Racer Blue;New;;220160;Forward;10;95;95
Hernández, Théo;France;Belgium;Round of 16;4;42;90;1;0;0;0;1997-10-06;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;222784;Defender;22;95;95
Openda, Loïs;Belgium;France;Round of 16;4;42;63;1;0;0;0;2000-02-16;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;235084;Forward;20;95;64
Onana, Amadou;Belgium;France;Round of 16;4;42;90;1;0;0;0;2001-08-16;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;449871;Midfielder;24;95;95
Theate, Arthur;Belgium;France;Round of 16;4;42;90;1;0;0;0;2000-05-25;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;465189;Defender;3;95;95
Doku, Jérémy;Belgium;France;Round of 16;4;42;90;1;0;0;0;2002-05-27;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;248875;Midfielder;22;95;95
Carrasco, Yannick;Belgium;France;Round of 16;4;42;88;1;0;0;0;1993-09-04;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;119718;Midfielder;11;95;89
Lukaku, Romelu;Belgium;France;Round of 16;4;42;90;1;0;0;0;1993-05-13;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;66749;Forward;10;95;95
Mangala, Orel;Belgium;France;Round of 16;4;42;27;0;1;0;0;1998-03-18;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;179519;Midfielder;18;95;31
Casteels, Koen;Belgium;France;Round of 16;4;42;90;1;0;0;0;1992-06-25;Nike;Tiempo Legend X Elite;White/Black/Bright Crimson;New;;66763;Goalkeeper;1;95;95
De Bruyne, Kevin;Belgium;France;Round of 16;4;42;90;1;0;0;0;1991-06-28;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;61366;Midfielder;7;95;95
Vertonghen, Jan;Belgium;France;Round of 16;4;42;90;1;0;OG;0;1987-04-24;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;39194;Defender;5;95;95
De Ketelaere, Charles;Belgium;France;Round of 16;4;42;2;0;1;0;0;2001-03-10;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;465716;Forward;17;95;6
Castagne, Timothy;Belgium;France;Round of 16;4;42;88;1;0;0;0;1995-12-05;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;166477;Defender;21;95;89
Faes, Wout;Belgium;France;Round of 16;4;42;90;1;0;0;0;1998-04-03;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;218218;Defender;4;95;95
Lukébakio, Dodi;Belgium;France;Round of 16;4;42;2;0;1;0;0;1997-09-24;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;219002;Forward;14;95;6
Man, Dennis;Romania;Netherlands;Round of 16;4;43;90;1;0;0;0;1998-08-26;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;235905;Midfielder;20;99;99
Stanciu, Nicolae;Romania;Netherlands;Round of 16;4;43;88;1;0;0;0;1993-05-07;Nike;Phantom GT II Elite;Glacier Ice/Black/Yellow Strike;New;;83289;Midfielder;21;99;92
Marius Marin;Romania;Netherlands;Round of 16;4;43;72;1;0;0;0;1998-08-30;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;243783;Midfielder;6;99;75
Nita, Florin;Romania;Netherlands;Round of 16;4;43;90;1;0;0;0;1987-07-03;Joma;Propulsion Cup 23;White/Black;New;Shoe ankle removed;101542;Goalkeeper;1;99;99
Dragusin, Radu;Romania;Netherlands;Round of 16;4;43;90;1;0;0;0;2002-02-03;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;493125;Defender;3;99;99
Razvan Marin;Romania;Netherlands;Round of 16;4;43;90;1;0;0;0;1996-05-23;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;163632;Midfielder;18;99;99
Olaru, Darius;Romania;Netherlands;Round of 16;4;43;2;0;1;0;0;1998-03-03;Nike;Mercurial Vapor XIII Elite;White/White/Black;New;;230144;Midfielder;14;99;7
Mihaila, Valentin;Romania;Netherlands;Round of 16;4;43;18;0;1;0;0;2000-02-02;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;439185;Midfielder;13;99;23
Dragus, Denis;Romania;Netherlands;Round of 16;4;43;72;1;0;0;0;1999-07-06;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;219348;Forward;19;99;76
Cicâldau, Alexandru;Romania;Netherlands;Round of 16;4;43;18;0;1;0;0;1997-07-08;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;223239;Midfielder;8;99;24
Racovitan, Bogdan;Romania;Netherlands;Round of 16;4;43;52;0;1;0;0;2000-06-06;adidas;Copa Pure 2+;Shadow Red/White/Team Solar Yellow;New;;512111;Defender;24;99;106
Ratiu, Andrei;Romania;Netherlands;Round of 16;4;43;90;1;0;0;0;1998-06-20;Nike;Mercurial Vapor XV Elite;Atmosphere Grey/Black;New;;466543;Defender;2;99;99
Alibec, Denis;Romania;Netherlands;Round of 16;4;43;18;0;1;0;0;1991-01-05;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;80468;Forward;7;99;24
Mogos, Vasile;Romania;Netherlands;Round of 16;4;43;38;1;0;0;0;1992-10-31;Nike;Mercurial Vapor XV Elite;Pink Blast/Volt/Gridiron;New;;213365;Defender;22;99;-7
Hagi, Ianis;Romania;Netherlands;Round of 16;4;43;72;1;0;0;0;1998-10-22;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;194605;Midfielder;10;99;75
Burca, Andrei;Romania;Netherlands;Round of 16;4;43;90;1;0;0;0;1993-04-15;Nike;Tiempo Legend IX Elite;Space Purple/White/Off Noir/Pink Blast;New;;234269;Defender;15;99;99
Blind, Daley;Netherlands;Romania;Round of 16;4;43;1;0;1;0;0;1990-03-09;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;58877;Defender;17;99;4
van de Ven, Micky;Netherlands;Romania;Round of 16;4;43;21;0;1;0;0;2001-04-19;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;491279;Defender;15;99;27
Weghorst, Wout;Netherlands;Romania;Round of 16;4;43;6;0;1;0;0;1992-08-07;adidas;X Crazyfast+;Solar Red/White/Team Solar Yellow;New;;120202;Forward;9;99;11
van Dijk, Virgil;Netherlands;Romania;Round of 16;4;43;90;1;0;0;0;1991-07-08;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;97032;Defender;4;99;99
Aké, Nathan;Netherlands;Romania;Round of 16;4;43;69;1;0;0;0;1995-02-18;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;126184;Defender;5;99;72
Depay, Memphis;Netherlands;Romania;Round of 16;4;43;89;1;0;0;0;1994-02-13;Puma;Ultra 5 Carbon;Lapis Lazuli/Puma White/Sunset Glow;New;;106824;Forward;10;99;95
de Vrij, Stefan;Netherlands;Romania;Round of 16;4;43;90;1;0;0;0;1992-02-05;Nike;Tiempo Legend X Elite;Lemonade/Black/Metallic Gold Coin;New;;78140;Defender;6;99;99
Bergwijn, Steven;Netherlands;Romania;Round of 16;4;43;45;1;0;0;0;1997-10-08;Nike;Mercurial Superfly IX Elite;Sail/Racer Blue;New;;194252;Midfielder;25;99;49
Simons, Xavi;Netherlands;Romania;Round of 16;4;43;90;1;0;0;0;2003-04-21;Puma;King Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;493362;Midfielder;7;99;99
Malen, Donyell;Netherlands;Romania;Round of 16;4;43;45;0;1;2;0;1999-01-19;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;204646;Forward;18;99;50
Dumfries, Denzel;Netherlands;Romania;Round of 16;4;43;90;1;0;0;0;1996-04-18;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;199432;Defender;22;99;99
Reijnders, Tijjani;Netherlands;Romania;Round of 16;4;43;90;1;0;0;0;1998-07-29;Mizuno;Alpha;Black/Ignition Red;New;Colored the boot;433036;Midfielder;14;99;99
Veerman, Joey;Netherlands;Romania;Round of 16;4;43;21;0;1;0;0;1998-11-19;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;231653;Midfielder;16;99;27
Schouten, Jerdy;Netherlands;Romania;Round of 16;4;43;69;1;0;0;0;1997-01-12;adidas;X 19.1;White/Core Black/Shock Pink;New;;230152;Midfielder;24;99;72
Gakpo, Cody;Netherlands;Romania;Round of 16;4;43;84;1;0;1;1;1999-05-07;Puma;Ultra 5 Carbon;Lapis Lazuli/Puma White/Sunset Glow;New;;243298;Midfielder;11;99;88
Verbruggen, Bart;Netherlands;Romania;Round of 16;4;43;90;1;0;0;0;2002-08-18;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;489639;Goalkeeper;1;99;99
Grillitsch, Florian;Austria;Türkiye;Round of 16;4;44;26;0;1;0;0;1995-08-07;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;210159;Midfielder;10;97;32
Schmid, Romano;Austria;Türkiye;Round of 16;4;44;45;1;0;0;0;2000-01-27;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;228564;Midfielder;18;97;47
Prass, Alexander;Austria;Türkiye;Round of 16;4;44;45;0;1;0;0;2001-05-26;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;442305;Midfielder;8;97;51
Pentz, Patrick;Austria;Türkiye;Round of 16;4;44;90;1;0;0;0;1997-01-02;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;208766;Goalkeeper;13;97;97
Seiwald, Nicolas;Austria;Türkiye;Round of 16;4;44;90;1;0;0;0;2001-05-04;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;478196;Midfielder;6;97;97
Sabitzer, Marcel;Austria;Türkiye;Round of 16;4;44;90;1;0;0;0;1994-03-17;Nike;Mercurial Superfly IX Elite;White/Black/Metallic Gold;New;;101338;Midfielder;9;97;97
Danso, Kevin;Austria;Türkiye;Round of 16;4;44;90;1;0;0;0;1998-09-19;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;135720;Defender;4;97;97
Mwene, Phillipp;Austria;Türkiye;Round of 16;4;44;45;1;0;0;0;1994-01-29;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;160158;Defender;16;97;47
Laimer, Konrad;Austria;Türkiye;Round of 16;4;44;64;1;0;0;0;1997-05-27;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;109126;Midfielder;20;97;66
Baumgartner, Christoph;Austria;Türkiye;Round of 16;4;44;90;1;0;0;0;1999-08-01;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;454831;Midfielder;19;97;97
Gregoritsch, Michael;Austria;Türkiye;Round of 16;4;44;45;0;1;1;0;1994-04-18;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;62480;Forward;11;97;51
Posch, Stefan;Austria;Türkiye;Round of 16;4;44;90;1;0;0;0;1997-05-14;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;191803;Defender;5;97;97
Arnautovic, Marko;Austria;Türkiye;Round of 16;4;44;90;1;0;0;0;1989-04-19;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;41464;Forward;7;97;97
Wöber, Max;Austria;Türkiye;Round of 16;4;44;26;0;1;0;0;1998-02-04;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;220087;Defender;2;97;32
Lienhart, Philipp;Austria;Türkiye;Round of 16;4;44;64;1;0;0;0;1996-07-11;Puma;Future 7 Ultimate;Puma White/Puma Black/Poison Pink;New;;199245;Defender;15;97;66
Kadioglu, Ferdi;Türkiye;Austria;Round of 16;4;44;90;1;0;0;0;1999-10-07;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;231416;Midfielder;20;97;97
Kahveci, Irfan Can;Türkiye;Austria;Round of 16;4;44;7;0;1;0;0;1995-07-15;Puma;King Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;195782;Midfielder;17;97;13
Yokuslu, Okay;Türkiye;Austria;Round of 16;4;44;12;0;1;0;0;1994-03-09;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;101394;Midfielder;5;97;18
Özcan, Salih;Türkiye;Austria;Round of 16;4;44;32;0;1;0;0;1998-01-11;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;204581;Midfielder;15;97;38
Günok, Mert;Türkiye;Austria;Round of 16;4;44;90;1;0;0;0;1989-03-01;Puma;King Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;56077;Goalkeeper;1;97;97
Kökçü, Orkun;Türkiye;Austria;Round of 16;4;44;83;1;0;0;0;2000-12-29;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;247962;Midfielder;6;97;84
Aktürkoglu, Kerem;Türkiye;Austria;Round of 16;4;44;12;0;1;0;0;1998-10-21;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;498572;Forward;7;97;18
Ayhan, Kaan;Türkiye;Austria;Round of 16;4;44;90;1;0;0;0;1994-11-10;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;159522;Defender;22;97;97
Güler, Arda;Türkiye;Austria;Round of 16;4;44;78;1;0;0;0;2005-02-25;Nike;Mercurial Vapor XV Elite;Pink Blast/Volt/Gridiron;New;;520250;Forward;8;97;79
Müldür, Mert;Türkiye;Austria;Round of 16;4;44;90;1;0;0;0;1999-04-03;Nike;Mercurial Vapor XV Elite;White/Baltic Blue/Pink Blast/Indigo Haze;New;;224990;Midfielder;18;97;97
Demiral, Merih;Türkiye;Austria;Round of 16;4;44;90;1;0;2;1;1998-03-05;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;439128;Defender;3;97;97
Yilmaz, Baris Alper;Türkiye;Austria;Round of 16;4;44;90;1;0;0;0;2000-05-23;Nike;Mercurial Superfly IX Elite;Hyper Turquoise/Fuchsia Dream/Black/White;New;;514355;Forward;21;97;97
Bardakci, Abdülkerim;Türkiye;Austria;Round of 16;4;44;90;1;0;0;0;1994-09-07;Nike;Mercurial Vapor XI;Total Crimson/Volt/Pink Blast;Old;;166050;Defender;14;97;97
Yüksek, Ismail;Türkiye;Austria;Round of 16;4;44;58;1;0;0;0;1999-01-26;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;511530;Midfielder;16;97;59
Yildiz, Kenan;Türkiye;Austria;Round of 16;4;44;78;1;0;0;0;2005-05-04;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;547103;Forward;19;97;79
Le Normand, Robin;Spain;Germany;Quarter-Finals;5;45;45;1;0;0;0;1996-11-11;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;224919;Defender;3;134;48
Simón, Unai;Spain;Germany;Quarter-Finals;5;45;120;1;0;0;0;1997-06-11;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;212769;Goalkeeper;23;134;134
Joselu;Spain;Germany;Quarter-Finals;5;45;18;0;1;0;0;1990-03-27;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;61316;Forward;9;134;26
Oyarzabal, Mikel;Spain;Germany;Quarter-Finals;5;45;40;0;1;0;0;1997-04-21;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;219000;Forward;21;134;53
Williams, Nico;Spain;Germany;Quarter-Finals;5;45;80;1;0;0;0;2002-07-12;Nike;Mercurial Vapor XV Elite;White/Bright Crimson/Black;New;Colored the logo;523654;Forward;17;134;82
Morata, Álvaro;Spain;Germany;Quarter-Finals;5;45;80;1;0;0;0;1992-10-23;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;88482;Forward;7;134;82
Cucurella, Marc;Spain;Germany;Quarter-Finals;5;45;120;1;0;0;0;1998-07-22;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;179268;Defender;24;134;134
Carvajal, Dani;Spain;Germany;Quarter-Finals;5;45;119;1;0;0;0;1992-01-11;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;88483;Defender;2;134;133
Lamine Yamal;Spain;Germany;Quarter-Finals;5;45;63;1;0;0;0;2007-07-13;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;593109;Forward;19;134;65
Laporte, Aymeric;Spain;Germany;Quarter-Finals;5;45;120;1;0;0;0;1994-05-27;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;146941;Defender;14;134;134
Rodri;Spain;Germany;Quarter-Finals;5;45;120;1;0;0;0;1996-06-22;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;220566;Midfielder;16;134;134
Merino, Mikel;Spain;Germany;Quarter-Finals;5;45;40;0;1;1;0;1996-06-22;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;195384;Midfielder;6;134;53
Pedri;Spain;Germany;Quarter-Finals;5;45;8;1;0;0;0;2002-11-25;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;490541;Midfielder;20;134;-97
Ruiz, Fabián;Spain;Germany;Quarter-Finals;5;45;102;1;0;0;0;1996-04-03;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;201379;Midfielder;8;134;109
Torres, Ferran;Spain;Germany;Quarter-Finals;5;45;57;0;1;0;0;2000-02-29;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;224444;Forward;11;134;69
Nacho;Spain;Germany;Quarter-Finals;5;45;75;0;1;0;0;1990-01-18;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;88477;Defender;4;134;87
Olmo, Dani;Spain;Germany;Quarter-Finals;5;45;112;0;1;1;1;1998-05-07;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;179370;Forward;10;134;231
Musiala, Jamal;Germany;Spain;Quarter-Finals;5;45;120;1;0;0;0;2003-02-26;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;244857;Midfielder;10;134;134
Neuer, Manuel;Germany;Spain;Quarter-Finals;5;45;120;1;0;0;0;1986-03-27;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;20388;Goalkeeper;1;134;134
Rüdiger, Antonio;Germany;Spain;Quarter-Finals;5;45;120;1;0;0;0;1993-03-03;Under Armour;Clone Magnetico Elite 3.0;Black;New;Customised the boot;102380;Defender;2;134;134
Füllkrug, Niclas;Germany;Spain;Quarter-Finals;5;45;63;0;1;0;0;1993-02-09;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;91889;Forward;9;134;75
Sané, Leroy;Germany;Spain;Quarter-Finals;5;45;45;1;0;0;0;1996-01-11;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;182156;Midfielder;19;134;48
Raum, David;Germany;Spain;Quarter-Finals;5;45;57;1;0;0;0;1998-04-22;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;243309;Defender;3;134;59
Andrich, Robert;Germany;Spain;Quarter-Finals;5;45;75;0;1;0;0;1994-09-22;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;147488;Midfielder;23;134;87
Gündogan, Ilkay;Germany;Spain;Quarter-Finals;5;45;57;1;0;0;0;1990-10-24;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;59859;Midfielder;21;134;59
Mittelstädt, Maximilian;Germany;Spain;Quarter-Finals;5;45;63;0;1;0;0;1997-03-18;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;204335;Defender;18;134;75
Havertz, Kai;Germany;Spain;Quarter-Finals;5;45;90;1;0;0;0;1999-06-11;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;219847;Forward;7;134;97
Müller, Thomas;Germany;Spain;Quarter-Finals;5;45;40;0;1;0;0;1989-09-13;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;55634;Forward;13;134;52
Anton, Waldemar;Germany;Spain;Quarter-Finals;5;45;30;0;1;0;0;1996-07-20;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;212509;Defender;16;134;38
Can, Emre;Germany;Spain;Quarter-Finals;5;45;45;1;0;0;0;1994-01-12;Nike;Mercurial Superfly IX Elite;Lemonade/Black;New;;112338;Midfielder;25;134;48
Wirtz, Florian;Germany;Spain;Quarter-Finals;5;45;75;0;1;1;0;2003-05-03;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;494595;Midfielder;17;134;87
Tah, Jonathan;Germany;Spain;Quarter-Finals;5;45;80;1;0;0;0;1996-02-11;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;164454;Defender;4;134;82
Kimmich, Joshua;Germany;Spain;Quarter-Finals;5;45;120;1;0;0;0;1995-02-08;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;165687;Defender;6;134;134
Kroos, Toni;Germany;Spain;Quarter-Finals;5;45;120;1;0;0;0;1990-01-04;adidas;adiPure 11Pro;Cloud White/Core Black/Gold Metallic;New;;44989;Midfielder;8;134;134
Rafael Leão;Portugal;France;Quarter-Finals;5;46;105;1;0;0;0;1999-06-10;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;216065;Midfielder;17;132;109
Pepe;Portugal;France;Quarter-Finals;5;46;120;1;0;0;0;1983-02-26;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;18522;Defender;3;132;132
João Félix;Portugal;France;Quarter-Finals;5;46;15;0;1;0;0;1999-11-10;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;428399;Forward;11;132;24
Matheus Nunes;Portugal;France;Quarter-Finals;5;46;1;0;1;0;0;1998-08-27;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;465351;Midfielder;16;132;10
Cristiano Ronaldo;Portugal;France;Quarter-Finals;5;46;120;1;0;0;0;1985-02-05;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;14937;Forward;7;132;132
Nélson Semedo;Portugal;France;Quarter-Finals;5;46;46;0;1;0;0;1993-11-16;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;200402;Defender;2;132;58
João Cancelo;Portugal;France;Quarter-Finals;5;46;74;1;0;0;0;1994-05-27;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;121145;Defender;20;132;74
Bruno Fernandes;Portugal;France;Quarter-Finals;5;46;74;1;0;0;0;1994-09-08;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;141746;Midfielder;8;132;75
